kodikos,perigrafi,price,stock_softone,promitheftis,category,kathgoria,photo_url,container,q
ZSM70PWU,D198 ΜΕΣΑΙΟΣ ΔΙΑΚΟΠΤΗΣ,0,47,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,47
ZSM70SBU,D198 ΜΕΣΑΙΟΣ ΔΙΑΚΟΠΤΗΣ ΜΕ ΚΑΠΑΚΙ,0,18,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,18
ZSP001,I161 ΦΩΤΟΒΟΛΤΑΙΚΟ ΠΑΝΕΛ ΜΟΝΟΚΡΥΣΤΑΛΛΙΚΟ ΔΙΑΣΤΑΣΕΩΝ 2002 X 1002 X 35ΜΜ 72 ΚΕΛΙΩΝ,0,,I161,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZSP001.png,,0
ZSTRIF001,D206 ΣΤΡΙΦΩΝΙΑ 6Χ50,0,,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,0
ZSTRIF002,D206 ΣΤΡΙΦΩΝΙΑ 6Χ70,0,200,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,200
ZSTRIF003,D206 ΣΤΡΙΦΩΝΙΑ 6Χ80,0,,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,0
ZSTRIF004,D206 ΣΤΡΙΦΩΝΙΑ 6Χ100,0,150,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,150
ZSTRIF005,D206 ΣΤΡΙΦΩΝΙΑ 6Χ140,0,500,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,500
ZSTRIF006,D206 ΣΤΡΙΦΩΝΙΑ 6Χ150,0,100,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,100
ZSTRIF007,D206 ΣΤΡΙΦΩΝΙΑ 6Χ160,0,80,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,80
ZSTRIF008,D206 ΣΤΡΙΦΩΝΙΑ 8Χ60,0,-100,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,-300
ZSTRIF009,D206 ΣΤΡΙΦΩΝΙΑ 8Χ70,0,1120,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,1120
ZSTRIF010,D206 ΣΤΡΙΦΩΝΙΑ 8Χ80,0,11900,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,11900
ZSTRIF011,D206 ΣΤΡΙΦΩΝΙΑ 8Χ100,0,300,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,300
ZSTRIF012,D206 ΣΤΡΙΦΩΝΙΑ 8Χ140,0,1100,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,1100
ZSTRIF013,D206 ΣΤΡΙΦΩΝΙΑ 8Χ150,0,100,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,100
ZSTRIF014,D206 ΣΤΡΙΦΩΝΙΑ 8Χ160,0,1070,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,1070
ZSTRIF015,D206 ΣΤΡΙΦΩΝΙΑ 8Χ180,0,50,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,50
ZSTRIF016,D206 ΣΤΡΙΦΩΝΙΑ 8Χ200,0,1300,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,1300
ZSTRIF017,D206 ΣΤΡΙΦΩΝΙΑ 8Χ220,0,350,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,350
ZSTRIF018,D206 ΣΤΡΙΦΩΝΙΑ 8Χ280,0,,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,0
ZSTRIF019,D206 ΣΤΡΙΦΩΝΙΑ 8Χ300,0,900,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,900
ZSTRIF020,D206 ΣΤΡΙΦΩΝΙΑ 10X300,0,250,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,250
ZSTRIF021,D206 ΣΤΡΙΦΩΝΙΑ 12X300,0,135,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,135
ZSTRIF022,D206 ΣΤΡΙΦΩΝΙΑ 8Χ60 INOX,0,400,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,400
ZSTRIF023,D206 ΣΤΡΙΦΩΝΙΑ 8Χ80 INOX,0,150,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,150
ZSTRIF025,D206 ΣΤΡΙΦΩΝΙΑ INOX 8X30,0,200,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,200
ZSTRIF026,D206 ΣΤΡΙΦΩΝΙΑ 8X40,0,800,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,800
ZSTRIF027,D206 ΣΤΡΙΦΩΝΙΑ INOX 10X60,0,80,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,80
ZSTRIF028,D206 ΝΟΠΑΝΟΒΙΔΕΣ 6X160,0,200,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,200
ZTHERMO001,D200 ΑΣΦΑΛΕΙΕΣ ΘΕΡΜΟΣΙΦΩΝΑ ΤΥΠΟΥ 12-1,4,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZTHERMO002,D200 ΜΕΙΩΤΕΣ ΠΙΕΣΕΩΣ 3/4,57,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZTL005,D226 CASTELVETRO OUTDOOR - ZERO CORDA GRIP RET 120X60,,20,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL005.png,,20
ZTL021,D225 REFIN CERAMICA OUTDOOR - DESIGN INDUSTRY OXYDE WHITE 240X120,,461,D225,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL021.png,,461
ZTL033,D225 REFIN CERAMICA INDOOR - MOLD IRON SOFT 120X120,,63,D225,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL033.png,,63
ZTL037,D225 REFIN CERAMICA INDOOR - TUNE DESERT SOFT 120X120,,86,D225,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL037.png,,86
ZTL046,D226 GULLIVER CERAMICHE INDOOR - CHORUS BEIGE 30X60,,54,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL046.png,,0
ZTL048,D226 FRATOM CERAMICHE INDOOR - BOSTON MUD 60X60,,46,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL048.png,,46
ZTL049,D226 FRATOM CERAMICHE INDOOR - ABYZ MEGA 18 ΠΑΧΟΣ 2cm 60X60,,86,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL049.png,,86
ZTL050,D226 RICCHETTI CERAMICHE INDOOR - EASE SAND RT 120X120,,98,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL050.png,,98
ZTL053,D226 FRATOM CERAMICHE INDOOR - ACTIVE BEIGE RETT 60X120,,228,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL053.png,,228
ZTL054,D226 FRATOM CERAMICHE OUTDOOR R11 - STONEMIX GOLD GRIP 120X120,,276,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL054.png,,276
ZTL056,D226 FRATOM CERAMICHE INDOOR - GALAXY DARK RETT 60X120,,35,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL056.png,,35
ZTL058,D226 FRATOM CERAMICHE OUTDOOR R11 - EASE EXTRA WHITE 120X120,,276,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL058.png,,276
ZTL060,D226 FRATOM CERAMICHE OUTDOOR R12 - FRESCO BEIGE 120X120,,89,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL060.png,,89
ZTL061,D226 FRATOM CERAMICHE - BIANCO SILK 120X278,,80,D226,TILES,TILES,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZTL061.png,,80
ZTL071,D999 FORMAT WHITE 120X60,,35,D999,TILES,TILES,,,35
ZTL072,D200 TIERRA MAT GREY 120X60,,63,D200,TILES,TILES,,,63
ZTL073,D200 CORE BEIGE ANTISLIP 60X60,,43,D200,TILES,TILES,,,43
ZTL074,D200 ARCETY GREY 120X120,,32,D200,TILES,TILES,,,32
ZTL075,D200 TEHSTONE GREY REDVENDOR INTERNAL LABEL 100X100,,95,D200,TILES,TILES,,,95
ZTL076,D200 CORE MAT BEIGE 120X60,,40,D200,TILES,TILES,,,40
ZTL078,D999 ATRATIVO 40X60,,46,D999,TILES,TILES,,,46
ZTL079,D999 PORSELEN KARO GREY 120X60,,35,D999,TILES,TILES,,,35
ZTL080,D999 BEIGE 120X60,,19,D999,TILES,TILES,,,19
ZTL082,D999 GREY 35.8 60X60,,158,D999,TILES,TILES,,,158
ZTL083,D999 ARION BAR TILE 45X45,,20,D999,TILES,TILES,,,20
ZTL300,D224 TOM ΠΕΤΡΑ,,340,D224,ROCKS & PEBBLES,ROCKS & PEBBLES,,,340
ZTL301,D224 TOM ΠΕΤΡΑ ΓΩΝΙΑ,,20,D224,ROCKS & PEBBLES,ROCKS & PEBBLES,,,20
ZTL302,D224 ΔΙΑΣ ΠΕΤΡΑ,,102,D224,ROCKS & PEBBLES,ROCKS & PEBBLES,,,102
ZTL303,D224 ΔΙΑΣ ΠΕΤΡΑ ΓΩΝΙΑ,,10,D224,ROCKS & PEBBLES,ROCKS & PEBBLES,,,10
ZTL304,D224 ΜΕΛΑΝΘΗ ΠΕΤΡΑ ΠΑΛΕΤΑ,,1,D224,ROCKS & PEBBLES,ROCKS & PEBBLES,,,1
ZTL500,D224 ΒΟΤΣΑΛΟ ΚΑΦΕ ΠΑΛΕΤΑ,,3,D224,ROCKS & PEBBLES,ROCKS & PEBBLES,,,3
ZTL501,D224 ΒΟΤΣΑΛΟ ΧΟΝΤΡΟ ΠΑΛΕΤΑ,,2,D224,ROCKS & PEBBLES,ROCKS & PEBBLES,,,2
ZTL700,D224 ΚΥΒΟΣ ΠΕΖΟΔΡΟΜΙΟΥ 10Χ10,,15,D224,ROCKS & PEBBLES,ROCKS & PEBBLES,,,15
ZTL701,D224 ΠΑΤΗΜΑΤΑ JUMBOΠΑΛΕΤΑ,,3,D224,ROCKS & PEBBLES,ROCKS & PEBBLES,,,3
ZTL702,D224 ΚΥΒΟΛΙΘΟΣ 50Χ50 ΠΑΛΕΤΑ,,13,D224,ROCKS & PEBBLES,ROCKS & PEBBLES,,,13
ZTL703,D999 ΠΛΗΘΕΣ ΠΑΛΕΤΑ,,3,D999,ROCKS & PEBBLES,ROCKS & PEBBLES,,,3
ZTL704,D999 ΠΛΑΚΕΣ ΔΑΠΕΔΟΥ ΜΩΣΑΙΚΟΥ 30Χ30 ΠΑΛΕΤΑ,,2,D999,ROCKS & PEBBLES,ROCKS & PEBBLES,,,2
ZTL705,D999 ΡΩΜΑΙΚΟ ΩΧΡΑ ΠΑΛΕΤΑ,,3,D999,ROCKS & PEBBLES,ROCKS & PEBBLES,,,3
ZTL706,D999 ΓΑΛΛΙΚΟ ΚΕΡΑΜΙΔΙ ΩΧΡΑ ΠΑΛΕΤΑ,,1,D999,ROCKS & PEBBLES,ROCKS & PEBBLES,,,1
ZTL707,D999 ΡΩΜΑΙΚΟ ΓΥΑΛΙΣΤΕΡΟ ΚΕΡΑΜΙΔΙ ΠΑΛΕΤΑ,,2,D999,ROCKS & PEBBLES,ROCKS & PEBBLES,,,2
ZTM12PWU,D198 ΠΛΗΚΤΡΟ,0,58,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,58
ZTM12SBU,D198 ΠΛΗΚΤΡΟ,0,41,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,41
ZTM13PW.ILU,D198 ΠΛΗΚΤΡΟ ΚΟΥΔΟΥΝΙΟΥ,0,32,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,32
ZTM13SB.ILU,D198 ΠΛΗΚΤΡΟ ΚΟΥΔΟΥΝΙΟΥ,0,14,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,14
ZTM21PWU,D198 ΤΑΠΑ,0,34,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,34
ZTM21SBU,D198 ΤΑΠΑ,0,65,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,65
ZTMKOY001,D198 ΚΟΥΔΟΝΙ ΕΞΩΠΟΡΤΑΣ,13,-1,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,-1
ZTOOLS0001,D201 ΔΙΧΤΥ ΣΟΒΑ ΜΠΛΕ,0,4,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,1
ZTOOLS0002,D201 ΔΙΧΤΥ ΓΙΑ MEGACRET,1,854,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,844
ZTOOLS0003,D201 ΔΙΧΤΥ ΣΗΜΑΝΣΗΣ,0,1,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZTOOLS0004,D201 ΚΑΘΑΡΙΣΤΙΚΟ ΚΛΙΜΑΤΙΣΤΙΚΟΥ 700ml,0,3,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,3
ZTOOLS0005,D201 ΑΦΡΟΣΤΟΚΟΣ DUROSTIC 250ml,8,5,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,5
ZTOOLS0006,D201 ΔΙΣΚΑΚΙΑ ΤΡΟΧΟΥ Νο 125,1,46,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,46
ZTOOLS0007,D201 ΔΙΣΚΑΚΙΑ ΤΡΟΧΟΥ Νο 105,0,100,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,100
ZTOOLS0008,D201 ΜΙΝIΟ KRAFT 750ml,0,-1,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,-1
ZTOOLS0009,"D201 ΜΙΝIΟ KRAFT 2,5lit",0,4,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,3
ZTOOLS0010,D201 ΒΟΥΡΤΣΑ ΣΠΑΣΤΗ,4,30,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,30
ZTOOLS0011,D201 ΝΑΥΛΟΝ ΜΙΑΣ ΧΡΗΣΗΣ,4,727,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,726
ZTOOLS0012,D201 ΤΑΙΝΙΑ ΜΠΛΕ 5cm,5,171,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,162
ZTOOLS0013,D201 ΣΤΥΛΙΑΡΙ ΚΑΣΜΑ,0,6,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,6
ZTOOLS0014,D201 ΣΤΥΛΙΑΡΙ ΦΤΥΑΡΙ,4,19,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,19
ZTOOLS0015,D201 ΣΤΥΛΙΑΡΙ ΤΣΑΠΙ,0,5,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,5
ZTOOLS0016,D201 ΣΤΥΛΙΑΡΙ ΣΚΕΠΑΡΝΙ,0,59,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,54
ZTOOLS0017,D201 ΦΤΥΑΡΙ,6,13,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,13
ZTOOLS0018,D201 ΜΥΣΤΡΙ 22cm,0,16,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,15
ZTOOLS0018.1,D201 ΜΥΣΤΡΙ 26cm,0,4,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,4
ZTOOLS0019,D201 ΜΥΣΤΡΙ 18cm,0,1,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,1
ZTOOLS0020,D201 ΣΠΑΤΟΥΛΑ ΚΟΛΛΑΣ ΙΣΙΑ 50Χ15,0,12,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,12
ZTOOLS0021,D201 ΑΝΤΑΛΛΑΚΤΙΚΟ ΜΑΧΑΙΡΑΚΙ ΦΑΛΤΣΕΤΑΣ,3,5,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,5
ZTOOLS0022,D201 ΣΠΑΤΟΥΛΑ ΚΟΛΛΑΣ ΜΕ ΔΟΝΤΙ  28Χ12,0,2,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,2
ZTOOLS0023,D201 ΣΚΕΠΑΡΝΙ,0,7,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,6
ZTOOLS0024,D201 ΑΝΑΔΕΥΤΗΡΙ ΚΟΛΛΑΣ  85Χ8Χ400mm,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZTOOLS0025,D201 ΑΝΑΔΕΥΤΗΡΙ ΜΙΞΕΡ   120Χ600mm,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,-1
ZTOOLS0026,D201 ΣΚΑΦΑΚΙ ΓΙΑ ΧΡΩΜΑ,0,7,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,6
ZTOOLS0027,D201 ΑΡΙΔΑ MAKITA 40mm,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZTOOLS0028,D201 ΑΡΙΔΑ METABO  20mm,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZTOOLS0029,D201 ΑΡΙΔΑ TOTAL   28mm,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZTOOLS0030,D201 ΑΡΙΔΑ VENUS   22X600mm,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZTOOLS0031,D201 ΑΡΙΔΑ VENUS   10mm,0,5,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,5
ZTOOLS0031.1,D201 ΑΡΙΔΑ VENUS 12mm,0,2,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,2
ZTOOLS0032,D201 ΑΡΙΔΑ VENUS   8mm,0,6,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,6
ZTOOLS0033,D201 ΑΡΙΔΑ VENUS   6mm,0,1,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,1
ZTOOLS0034,D201 ΑΡΙΔΑ 1m,0,1,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,1
ZTOOLS0035,D201 ΑΡΙΔΑ DIAGER   14mm,0,1,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,1
ZTOOLS0036,D201 ΒΑΡΙΑ 5kg,0,7,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,7
ZTOOLS0037,D201 ΜΑΤΣΟΛΑ,0,1,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,1
ZTOOLS0038,D201 ΚΑΣΜΑΣ,0,2,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,2
ZTOOLS0039,D201 ΧΑΡΤΙ ΡΟΛΟ,9,358,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,351
ZTOOLS0040,D201 ΑΦΡΟΣ ΠΙΣΤΟΛΙΟΥ,0,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZTOOLS0041,D201 ΡΟΛΟ,0,592,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,574
ZTOOLS0042,D201 ΒΟΥΡΤΣΑ,5,-7,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,-9
ZTOOLS0043,D203 ΥΑΛΟΠΛΕΓΜΑ ΣΟΒΑ 160gr ΛΕΥΚΟ,44,10,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,10
ZTOOLS0044,D203 ΜΕΤΡΟΤΑΙΝΙΑ 7.5Μ,11,9,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,9
ZTOOLS0048,D203 ΑΦΡΟΣΤΟΚΟΣ ULTRA PUTTY 2.5LIT,18,12,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,12
ZTOOLS0049,D203 ΤΡΙΒΙΔΙΑ ΣΟΒΑ 23Χ13Χ3 ARISTON,4,6,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,6
ZTOOLS0050,D203 ΔΙΣΚΟΙ ΚΟΠΗΣ ΜΑΡΜΑΡΟΥ,1,,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,0
ZTOOLS0051,D203 ΔΙΣΚΟΙ ΜΠΕΤΟΥ Φ125 ΓΕΝΙΚΗΣ ΧΡΗΣΗΣ,9,,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,0
ZTOOLS0052,D203 ΣΠΑΤΟΥΛΑ 545/20 ΚΟΝΤΗ,4,,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,0
ZTOOLS0053,D203 ΣΤΟΚΑΔΟΡΟΣ ΙΝΟΧ 481-7,9,2,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,2
ZTOOLS0056,D201 ΦΑΛΤΣΕΤΑ,9,16,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,16
ZTOOLS0057,D201 ΠΕΝΣΑ,9,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZTOOLS0058,D203 DUROSTICK DS-255 15kg,47,14,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,14
ZTOOLS0059,D203 DUROSTICK DS-255 5kg,20,3,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,3
ZTOOLS0060,D203 ΚΟΚΚΙΝΟ ΠΑΤΟΧΑΡΤΟ 11.5εκ Ρ36-Ρ60,39,123,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,123
ZTOOLS0061,D203 ΔΙΧΤΥ ΕΡΓΩΝ-ΡΟΛΟ ΠΟΡΤΟΚΑΛΙ,37,13,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,13
ZTOOLS0062,D203 ΓΑΝΤΙΑ,3,619,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,619
ZTOOLS0063,D203 ΣΦΟΥΓΓΑΡΑΚΙΑ,1,9,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,-15
ZTOOLS0064,D203 ΓΥΑΛΟΧΑΡΤΟ Φ225,1,-55,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,-60
ZTOOLS0066,D201 ΤΣΟΥΓΚΡΑΝΑ,17,5,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,5
ZTOOLS0067,D201 ΤΣΑΠΑ,10,3,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,3
ZTOOLS0068,D201 ΙΜΑΝΤΑΣ,27,,D201,ΧΡΩΜΑΤΑ,ΣΚΙΑΔΑΣ ΛΕΥΚΑΔΑ,,,0
ZTOOLS0073,D203 ΑΦΡΟΣΤΟΚΟΣ ULTRA PUTTY 1lit,8,7,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,7
ZTOOLS0074,D203 ΑΦΡΟΣ ΧΕΡΙΟΥ SIKA,0,10,D203,ΧΡΩΜΑΤΑ,ΓΚΕΣΟΥΛΗΣ,,,10
ZTZ001,D999 ΤΖΑΚΙΑ,,2,D999,ROCKS & PEBBLES,ROCKS & PEBBLES,,,2
ZUTP,Ι169 ΚΑΛΩΔΙΟ ΔΙΚΤΥΟΥ CAT6 (ΚΙΒΩΤΙΑ),0,1500,I169,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZUTP.png,,1500
