Code_,Name,Quantity reserved,OIK,Date,MASTER CODES,KODIKOS (from MASTER CODES),DESCRIPTION,Photo,EDIT BY,REMAINING,CATEGORY (from MASTER CODES),Created
L3253,ELLI,"10,0",OIK109,,L3253,L3253,I59 ΠΡΟΒΟΛΕΑΣ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 3W LED 190Χ65ΜΜ IP65 ΜΕ ΣΤΡΟΓΓΥΛΗ ΒΑΣΗ ΘΕΡΜΟ ΛΕΥΚΟ,image023.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/md5zWMFrVVaGK9tfs0ePSw/LayR3KWi3uBY0DXb1BIWKTRdbwlbq7jKBPicXKS9xX6cypLkwzUsOY7W6K8YAAwrKkx_BeIsMKsWkO1-4Y2C5cSSCYAT9O1U7Z9QZSBuu6xO234pE9_ylzkwHo6W5mM1G3ThG-R4dTWJrscQZegAtfFiHe5uyhtfAKqMJoaDzTo/hRNnO1OrrYZztSLI5xil3v0Yb2joWK2Vu_4fhXxG2Sk),,"76,0",ΦΩΤΑ,2/11/2026 4:21pm
L3289W,NIKI,"80,0",OIK105,,L3289W,L3289W,I191 ΑΠΛΙΚΑ ΕΠΙΤΟΙΧΙΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 230Χ80Χ27ΜΜ 1.8W 3000K IP65,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/TGN_nAMEe1c9efj3wjIwDQ/3oBYBqGDwbZkpTmfIhaco56WgAV6x1HE4b0JzoXWLXuOfSvQ9csICw2tmGcFxJZe9vZHY8MlIYjRun1ct-6UHCRRjmMwd1S8dUNiNxKFqi2Ghm6hfgWXagqbhigs5WMjTXqRlESwmhN3d6LbixlCcA/ka9Se7cKD2qdz1fw0D_GeUkCyUCrfvG0Wx9sF4MsVUA),,"-213,0",ΦΩΤΑ,1/14/2026 12:36pm
A7646B,ALEX,"4,0",OIK93.1.1,4/12/2025,A7646B,A7646B,I128 DOOR HANDLE BLACK PAIR & KEYHOLES,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/hhiDtW2UA2NY-FEZ-U1jcw/8gz8PICn2XgDqyV5dD6NZ5D-bMQ_C4g0CUsi5KugcmhLROea1vrH0ae0VNxj9UQXFTXH9tIP0oDV6B9HN9YqLXdF7Dp9oCEExhuMoeNfF17oiy8Kiz_bMa3DBLQWVzrsfsBDrKVRLOT9aA2jbtS9qg/qsU-bWEy3Uh3Ormh0-IjQlOP4c3u6vsiy-CoH8AIB8s),,"15,0",ΠΟΡΤΕΣ,12/3/2025 12:51pm
L3260B,ELLI,"4,0",OIK102,,L3260B,L3260B,I162 ΣΠΟΤ ΟΡΟΦΗΣ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 120Χ78ΜΜ ΜΕ GU10 5W IP65 ΘΕΡΜΟ,image054.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/0VG9gtL9mn32Ughtql3Ozg/tOFvlUxuY8oWw3VR4jAHN67_w2oFOfdzBuS456s5tMYuPhG-VC9L55AKuW2xFANug07yFDCo-Tjxv8isRfbMyxRvLCFnu6KA3_1My9aPeSyZDrfoe6vHM1Ri2vm7X11I5U0hwsS0jeeUg6vuu_U1-6Nd88T2GyZFrzZPuMgkBeQ/RDdhujfoF2OxUZOQFHPf89cZeoO2ImnvGjXlUpV9-Vk),,"10,0",ΦΩΤΑ,11/18/2025 4:25pm
L3252,ELLI,"10,0",OIK102,,L3252,L3252,I59 ΠΡΟΒΟΛΑΚΙ ΚΗΠΟΥ 3W LED 43Χ245ΜΜ IP65 ΜΕ ΚΑΡΦΙ ΘΕΡΜΟ ΛΕΥΚΟ,image030.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/gOD0Q384oSpJEQy40f0ZhQ/np_WOKiK3N36MboOw5kJg2DTEbYQtBblaktSatpuYvO3fccAC03DSN9tDB0c3RTZ_jhFoobar4eTuOLGTarhGOmicGjMnM7KTPCUD1RgDG3znYl_bYUJ5XeDPzYGMDiJicSMwbBAdsvi6TSTVUyqE-mU1quNzwV-g15oZKCC2FU/UUA2GpMlOmdL--wDTi1ckptwt6X8RwPUKCc_iwA-4V0),,"-77,0",ΦΩΤΑ,11/18/2025 4:24pm
L3289W,ELLI,"6,0",OIK102,,L3289W,L3289W,I191 ΑΠΛΙΚΑ ΕΠΙΤΟΙΧΙΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 230Χ80Χ27ΜΜ 1.8W 3000K IP65,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/TGN_nAMEe1c9efj3wjIwDQ/3oBYBqGDwbZkpTmfIhaco56WgAV6x1HE4b0JzoXWLXuOfSvQ9csICw2tmGcFxJZe9vZHY8MlIYjRun1ct-6UHCRRjmMwd1S8dUNiNxKFqi2Ghm6hfgWXagqbhigs5WMjTXqRlESwmhN3d6LbixlCcA/ka9Se7cKD2qdz1fw0D_GeUkCyUCrfvG0Wx9sF4MsVUA),,"-213,0",ΦΩΤΑ,11/18/2025 4:20pm
L3265.1B,ELLI,"1,0",OIK102,,L3265.1B,L3265.1B,I59 ΕΞΩΤΕΡΙΚΟ ΣΠΟΤ ΟΡΟΦΗΣ 5W 65Χ88MM IP65 ΘΕΡΜΟ ΛΕΥΚΟ,image007.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/4j6xHf-AA9TSv-RpyAY5mQ/CHA2TKtr-YBxsxAHBZJHKwbaiiBkE9huFKHiTir4As9WAa9AHVsLI8qJJ9tPYmXA4eQ4a5bVmY92oaQYy-Vm1qNiMPxtTTpt4Pu_jF1iNgrxEC5KeI857fijt9Wh7i9kaePnvHM262Ah0gKow-D1NikzSdteQgMjP329nGQ4Dfg/M6E-Cy7af4cFw6PCLAKxhBffb1euJW3SYuIqQyRYAkg),,"129,0",ΦΩΤΑ,11/18/2025 4:03pm
L3255B,ELLI,"10,0",OIK102,,L3255B,L3255B,I59 ΑΠΛΙΚΑ ΕΠΙΤΟΙΧΙΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 6W UP & DOWN LED 175Χ90ΜΜ IP65 ΘΕΡΜΟ ΛΕΥΚΟ,image042.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/BtQgMP6R3NxV9fTLYSAs5A/saYfv5li4471nAy8_s05yp3SnS9ptShNITAU5yG3G5XeagAMvCONy19yfffQNmA9fRlRi0xwPDdWx_gO68cbRbsKOUOFRzlRBYht0vVN1hUzGEC9TUCjJiuvYEFDHBFUC_6Km55uAo3RKs4iwUf92HActTWxu-UMyacKidnM9Jg/hEJ-ZA9OAK0_OEU6OqiCZCwWYS96d8avZrg7DbmfPhQ),,"-26,0",ΦΩΤΑ,11/18/2025 4:01pm
L3248,ELLI,"1,0",OIK102,,L3248,L3248,I59 ΑΠΛΙΚΑ ΟΡΟΦΗΣ 5W 210Χ110Χ90MM,image048.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/r4oI0nQOuuyk0YtjhuAreQ/0cpT3TcxiHSAym4XGdJQKSREJqkPHY4s9_nl77-g5KBj93PkpYDKAe31NvHsTX89k7nJYaVGwSx4FJct5Ve7zzAqRNGOBnynjYTiNHT1R-kc8TOYEKr8DvpuJ-eQXCL9P1OeAF87HHselWaYTMDfW-cQW9TERS1nFQCFbR7qYWI/LPjpvFxGkvbN7eE3bMy1bOoMKsIDZgM9g355qFAxBeo),,"58,0",ΦΩΤΑ,11/18/2025 3:59pm
ZEF001,ELLI,"2,0",OIK102,,ZEF001,ZEF001,I134 ΕΞΑΕΡΙΣΤΗΡΑΣ WC Φ100,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/fRJswbW0Day-evkjCUiAJQ/ewsSTuj7cFrTO8b5PMhnE53OzfEXxmHvi6E0sDTEgicCrWAb6zforwm6OQ7S66YYVie6kztTCqM0tCDPkDosjwp4Hm4y8iRMpNze7W1oVCRKou0Zd8w5Sh8t6IN0D5euC4eaPJZCGcunQ8_-vOQp9A/B6Gai62DbO7s2vh85Cp2Orq708lvdg4GZ-oBTWWZo-g),,"69,0",ΜΠΑΝΙΟ,11/18/2025 3:51pm
L3245B,ELLI,"4,0",OIK102,,L3245B,L3245B,I59 BEDSIDE LIGHT 3W D100*H55mm,image004.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/-7Fb1nnQs1EncIquGr2slQ/DWYlk5c9nM58pf6NGVPhnwx53nZyloIjEOJ7n7xIuSpFRm-jYDDIgs_tUlDFBNshoAkhltlbOfzKrtac8xHVzGvV4CJSCCvm9H4LWbuBxkKZwPAo_i2jBGtTstwKNIMM-wKz2CSdXP3bGLXTdhcPMaJAnjRSFLOTVW6pEpVFufQ/e0q3lCFHjMsxcLgm2qeOOnPXpjL7-Q4f8V-XZspuqL0),,"134,0",ΦΩΤΑ,11/18/2025 3:48pm
L3263W,ELLI,"2,0",OIK102,,L3263W,L3263W,I59 ΣΠΟΤ ΟΡΟΦΗΣ ΑΔΙΑΒΡΟΧΟ (ΟΠΗ 60MM),image002.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/CXKA9WZlIYH3mxdR62Y4Og/Q4kIId80R2Ha1qY7iSG6KB09zhfJJYuVcRf87fYPu-wrC1U-vof6sR40RoiO7q7HdCRBIPw8dAuhZX0BAUKSYGiWRAFSXvOCuA5uPZ5MyTiqb7l0qZlLW4I4nFtecJZR7dYJZHfFGUJy-MQE9_JqZIcobvFs-N1oRAiISpu7u_U/U4X5nNFPjhk1HnFgkHOfyK0g6UyVAB8NzvRUsHP0Zfo),,"316,0",ΦΩΤΑ,11/18/2025 3:46pm
L3244,ELLI,"2,0",OIK102,,L3244,L3244,I59 ΣΠΟΤ ΟΡΟΦΗΣ (ΟΠΗ 60MM) ΛΕΥΚΟ,image001.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/XQNOKmYd3NLQ6_dDWqKYuQ/cRJohMde-STTJyl7IOhddeE5h2HwL_Gnjqe1Y_R95uD6Zo4Zgv_fd4lJogYZdbfxQWcldm8PkU67QohSBsbGOZcYqr-CYZvYbs96UoawTh-GGn7U_MI7eYnliqPBCZD3G-TYznEqdljsQuH_cexUWWFFjZRuY7N8dEZ0NOqnhd8/_evf5c5lN5tr8e0Y8Q3NGR8XXtO7ygq_O4kN67HUGA4),,"221,0",ΦΩΤΑ,11/18/2025 3:46pm
L3266B,ELLI,"35,0",OIK102,,L3266B,L3266B,I59 ΣΠΟΤ ΟΡΟΦΗΣ ΕΣΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 5W 65Χ88MM ΘΕΡΜΟ ΛΕΥΚΟ,image010.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/GPkWEl37cJSztaelTfxMug/kJpr089zepdVVTIY69j3yrCpRkkqoPh7XYfe0aQPScAg1k5jtRsNaoQyojhqqaq0JMPRACwYD-l1PHy4CkUt13T9YaU1udbBEd53vKR3wan9cn1N8f_OCeFGouqQDuf-wAz1A_T8XBKIGM21R9qYT7s-0js5hZqrZ2ybRkTJ6KI/4YjZs9_1kXvxZjmfMF6r3ez6fxiLqNsYsGh8hCXPUbU),,"15,0",ΦΩΤΑ,11/18/2025 3:42pm
L3267W,ELLI,"25,0",OIK109,,L3267W,L3267W,I59 ΣΠΟΤ ΟΡΟΦΗΣ ΕΣΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 7W 65X75MM IP44 ΘΕΡΜΟ ΛΕΥΚΟ,image012.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/PspERiqjeQBwkzMAJa_d7Q/9NMZAbBAfOas1qirpuitKBm-nkqZUHtJ9S1aaZ4OpIamh2Vgm0C0k86RDd5jryz-b_-ZnZ_1atGuUXZUHOpySijzBrO4HKmOs9vXSdt4lk-037h6_hdJhPVyRiu4n-RRQlYB0ESDMncg85QSD-bq55hGUWls1si90DruXxafiMg/Gn6gjZPsHI9Xa-i4CwdSPfaLbf0dsbZs4Fnkd4QXVkw),ELLI,"3,0",ΦΩΤΑ,11/17/2025 1:17pm
L3286G,ELLI,"26,0",OIK109,,L3286G,L3286G,I162 ΑΠΛΙΚΑ ΕΠΙΤΟΙΧΙΑ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ 150ΜΜ 10W IP65 ΘΕΡΜΟ ΛΕΥΚΟ,image057.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/4T5Un_gaweFKLyK54V21XA/WFCLYRmio8ZcLGgmcUICCdk-LOlOXDynsx9fey2hY-z0F4cCI3FcdHL1PAJcPHW2JbR6Yn9t63DFewLPcQLlkHzRoQaurM9dF5fYp8ojLL_2tjTVst1dVahqqWa4Fn6B1YOfaqtsinRo75LAcaxl0CpBmUB4DsiXQ20_eiTRzYs/ucpoA2mU_L4Op4hpn_vNotTzt8PNk0VWvKHFeCRhmBU),,"83,0",ΦΩΤΑ,11/17/2025 12:16pm
ZSAKF,ALEX,"1,0",OIK87.2.1,11/12/2025,ZSAKF,ZSAKF,I122 ΜΠΑΤΑΡΙΑ ΝΕΡΟΧΥΤΗ ΚΟΥΖΙΝΑΣ,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/_aoKVLUR2juXFMKy-LgI_w/b4G5zJhCM7pH2r7dLhCj8zNYKSrC8gTS8xjJyo50ucmwhryOlfhAPXzvEMQV0BHDqgJU9-1WeNEExG21d8dpLL-svbx0l44S4317GdpTb9yJF85RvQuXsluD6r0ctgcen_usJA9SYzToLJVt4AghnA/okyDrvg3xR6sYHCJtuCE71pjoaUDPlgndCIYqfyE2zk),,"34,0",ΚΟΥΖΙΝΑ,11/13/2025 3:51pm
B1497,ELLI,"14,0",OIK109,,B1497,B1497,B169 SINK BROWNIE STONE 40x40x15,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/OEcFgBGSRvN4QPSPsUKJ8w/9WbkT--UQbVT_PtdSQQ1Iyj2t4MnSIj52QuSvfMrAvcAFr99wkkB1s265hUDDkQZlgP5mE60HxUx7_sHZipZjPA0dCqM2GF-exGTl-2trXQdwsvbeOxGJL3WM77TxhENGLiA_IBej32kgGFpG73e7A/_euDY4OOIn6CIVm6W7CeKIknBAjNAngbt_QT0nqsG8I),,"-10,0",SINKS,11/13/2025 1:50pm
ZSAOKF,ALEX,"1,0",OIK87.2.1,27/11/2025,ZSAOKF,ZSAOKF,"I173 STAINLESS STEEL KITCHEN FAUCET 58X44,5X49",,,"42,0",ΚΟΥΖΙΝΑ,11/13/2025 1:27pm
ZSI-004,ALEX,"1,0",OIK87.2.1,20/11/2025,ZSI-004,ZSI-004,I173 Outdoor Kitchen Sink 50X40 SS304 with drain and siphon,,,"8,0",ΚΟΥΖΙΝΑ,11/13/2025 1:25pm
L3244WWBOLD,ELLI,"210,0",OIK109,,L3244WWBOLD,L3244WWBOLD,I59 ΛΑΜΠΤΗΡΑΣ GU10 ΛΕΥΚΟ,,,"1645,0",ΦΩΤΑ,11/13/2025 1:00pm
A7642NW,ALEX,"2,0",OIK87.2.1,15/12/2025,A7642NW,A7642NW,I107 WOODEN FAN ceiling NATURAL blades WHITE motor,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/Nz5it-9xwjyjBpveJR3yUQ/LPaf12EOp4coeEg_jHVd6pHHpOQKSVm5-RQ-PTWEpwpKe6XzLRJ_BdunI4J9CW_A4RjKvcVBKIlD_LmaaAl1NRt5kkh3u0jh-xeO3Nekq1oHvS4Fr85yj3jmIwi8wgrMiAmuHUcs61gAbMps2GakrA/lY8K8wQMteyhIgtIeDDM8fiPEuXzzlVcCpJGP8xHMFY),,"-64,0",ΑΝΕΜΙΣΤΗΡΕΣ ΟΡΟΦΗΣ,11/13/2025 12:46pm
B4058.1,ALEX,"1,0",OIK87.2.1,20/11/2025,B4058.1,B4058.1,"I133 KITCHEN SINK SATIN 606,1X512,6X228,6mm",image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/7KdIeaTnfok8jSfAxNa_GA/p3YRUyAr863XwcDH2e9Lhd2v2zayirGzaclAQdZy4RNgklbw5Vjf6TCEbXeXBt99oNipOtpjg89-gq9HeKWczZxvamP1t04v7iZuuAdojRg_yDhHt4vvqNwSiZ5Kx-MXy362te3HOCy0PJsSSFG75Q/nOp-N3OUQWaOJqVKhQaLc6NXOctUaDVx31mPwe9GGyU),,"6,0",ΚΟΥΖΙΝΑ,11/13/2025 12:39pm
A8121,ALEX,"5,0",OIK87.2.1,15/12/2025,A8121,A8121,I124 DOOR STOP ZINC ALLOY MATT BLACK,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/pIxAmFfQixPCOysWFqHeSw/toFBqZzHGXfF32EBn6l24boLTdRfcqC0xsBMeyJtxvdNTXWVfauDaqMewkF2UVggkAJBdeMYFzzaGv6ORkmbjLsdf3WUt-tV1yPw8lrT0cc3RpDdag2UZ1RX9zIpY_hyo4o3TV-XZj7-ECFbBArsfw/1MUw7hWQvYkpnRBMY7EMWIlDJKVmcqAlFLUklwIYHAE),,"-35,0",ΠΟΡΤΕΣ,11/13/2025 12:30pm
A7646CHRRIGHT,ALEX,"4,0",OIK87.2.1,28/11/2025,A7646CHRRIGHT,A7646CHRRIGHT,I128 DOOR HANDLE CHROME RIGHT & KEYHOLE,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/ByxJ-6Mm8V2aJttmvIsoYQ/Z54S0PA6ZLeT3hAG3VFoSEP-pr9M_EKtQ6PHX2ApG45Q-xzSn_ochWccHyI8heuuTukXmlYWs0mqyGyxPzCxKwWUPMWC_KqndYhhUiNsM4uOihyWDJ6eikHnVKER4wxYPpTdvrx1aElt7TOyHbM5mg/O3IgD5k1YRUxYtt8tYSJWge01P-ff5hyVHQbzhIPiU0),,"85,0",ΠΟΡΤΕΣ,11/13/2025 12:29pm
A7646CHRLEFT,ALEX,"4,0",OIK87.2.1,27/11/2025,A7646CHRLEFT,A7646CHRLEFT,I128 DOOR HANDLE CHROME LEFT & KEYHOLE,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/njd8H8QJfEFBNBhQHM8UFQ/tbDdpMox8s4OEoRncaoA_ijS8JM3rxNiJ0pR2RX0gE5P-Ght7XKDd7XMGsxU7ASbMTTr-jSi6lgfuaxyNEkcpcpd9GNufhHFdVqR0EldmFX0FvysHUSpPE-GrhN83OAF6NRhi-F-Xpc_qiSXhi36Ig/DbclG3lR_FEISxY4Lapxk9J-tVypNWDxCFxSvDPUrpI),,"100,0",ΠΟΡΤΕΣ,11/13/2025 12:29pm
B4087,ELLI,"55,0",OIK109,,B4087,B4087,I197 ΠΛΑΣΤΙΚΗ ΡΑΓΑ ΚΟΥΡΤΙΝΩΝ 6Μ/ΤΜΧ,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/CrPMQhLG3VAva2IvYAdvXA/qbwBg4AXEYrX2-KKz8Yi786Je-J2D0AnuiGYAm-Gps7qcSoDPbXkFJoSX64EOrXOtaHrLI-qfwzqXtfMEsM89tOlLg3i1VbhDZHXo48JQTYW78cImY1Km6p_dJucYYDiAf-yf2tXUzfeoSMhSbMNog/Fljb4YJun0rSEHgOspq9roR-9k5f-srKJ7806RxOWW4),,"25,0",ΚΟΥΡΤΙΝΕΣ,11/13/2025 11:40am
A8121,ELLI,"26,0",OIK109,,A8121,A8121,I124 DOOR STOP ZINC ALLOY MATT BLACK,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/pIxAmFfQixPCOysWFqHeSw/toFBqZzHGXfF32EBn6l24boLTdRfcqC0xsBMeyJtxvdNTXWVfauDaqMewkF2UVggkAJBdeMYFzzaGv6ORkmbjLsdf3WUt-tV1yPw8lrT0cc3RpDdag2UZ1RX9zIpY_hyo4o3TV-XZj7-ECFbBArsfw/1MUw7hWQvYkpnRBMY7EMWIlDJKVmcqAlFLUklwIYHAE),,"-35,0",ΠΟΡΤΕΣ,11/13/2025 11:22am
B4086,ELLI,"1,0",OIK109,,B4086,B4086,I165 ΣΤΗΛΗ ΝΤΟΥΣ ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ ΔΙΠΛΗΣ ΛΕΙΤΟΥΡΓΙΑΣ,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/9yaxRvr0lZsRiG_Zb3mp2Q/YPLAb2XaejYP1OHR7syMbr9UvjOGA-_7R5_QDBwCw7tdr8UCip9Kz4yazL2FsyxBk9waCXCPSW1o6Gfgs5XXv2AOulyDsbfByciNnNih7RZK4HuXkl9ZA0eWxUha9iM5tNC4AH-s1CZu8x9d-Hk7aQ/tF6stfuQzUMDsFPHmczNIQFqh3AxC1ZHng9tCaLC3QM),,"13,0",ΜΠΑΝΙΟ,11/13/2025 11:07am
B4094NO,ELLI,"2,0",OIK102,,B4094NO,B4094NO,D207 ΕΣΩΤΕΡΙΚΟ ΝΤΟΥΣ F/6513KB-25NO OPAQUE BLACK,,,"6,0",ΜΠΑΝΙΟ,11/5/2025 11:15am
B4084B,ELLI,"1,0",OIK102,,B4084B,B4084B,I135 ΕΞΩΤΕΡΙΚΟ ΝΤΟΥΣ ΜΟΝΗΣ ΛΕΙΤΟΥΡΓΙΑΣ,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/h4OTc0TV2RygLilIeHXNXQ/MF0K7D0hXQ2iQf-sZiGZAuR9itWxN2g66LyKb-G4jXmlX0hda4W03N_bbOOMnSPfns866C6AbM3KkD74SWFwB0vAPh-tF1VPHSaqsiXjIQ5TA8IJJhvZAnQz7rOc-pbWmFOK8jnuzU6HV2ypt0vS7A/oQO_7Ax2jhKy7M9vczu6DfqZtxoVFQfkzVJT__Nti2Q),,"43,0",ΜΠΑΝΙΟ,11/4/2025 4:49pm
B4058.1,ELLI,"13,0",OIK109,,B4058.1,B4058.1,"I133 KITCHEN SINK SATIN 606,1X512,6X228,6mm",image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/7KdIeaTnfok8jSfAxNa_GA/p3YRUyAr863XwcDH2e9Lhd2v2zayirGzaclAQdZy4RNgklbw5Vjf6TCEbXeXBt99oNipOtpjg89-gq9HeKWczZxvamP1t04v7iZuuAdojRg_yDhHt4vvqNwSiZ5Kx-MXy362te3HOCy0PJsSSFG75Q/nOp-N3OUQWaOJqVKhQaLc6NXOctUaDVx31mPwe9GGyU),,"6,0",ΚΟΥΖΙΝΑ,11/4/2025 4:32pm
ZBATH017,NIKI,"5,0",OIK105,,ZBATH017,ZBATH017,I165 GRAB BAR,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/5dHXsbZtAavg7KG2QZSMRw/DGaWz4AaNjEpFQr-spebCzFTO3DOcrOdrAV0d9Aty3gO53GDjtY-rz2Jjc8dDINf1UZAYx-qlOYTtXLZ7Gpzwva_jPOKyWL2_B02gjdy1YEvfe_ec4O_UNfzRy9UQor-slJkgw0q1Ji9KtS8tIRjPw/myhEsa_j7LxvmudgP0KKQfAx_VfUtBsZf0SCvwirjec),,"5,0",ΜΠΑΝΙΟ,11/4/2025 4:31pm
ZBATH016,NIKI,"5,0",OIK105,,ZBATH016,ZBATH016,I165 GRAB BAR,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/6MmY1CVv_0mQ57bW3wtqjQ/D2-38u_d9KNHGB0b1NyEMMwy14Hofxsuk5oLiIIqvWFuUME35WyQMnE6DFjKjkJu_E3Can6yhwX1ldH4HcMY-1nXYZxdZoOz1QGYeINSvmaIGSDurVkGPmaJAbhCZzP1IcX0rF0L8jjSoez_B1FsLg/XyYp9-3p5_iZ0aZ_rMubwCxgtWo3ZOrwyC85a0_U6x0),,"2,0",ΜΠΑΝΙΟ,11/4/2025 4:31pm
ZBATH015,NIKI,"5,0",OIK105,,ZBATH015,ZBATH015,I165 GRAB BAR,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/i8rOdzj9psCUdKhcIshH6Q/YIB3mVS_b5Wn1aSlH7pUUohNRTOuwBa9T5lcEClVvcPx9Ze5T4SDYa_7pZikBc_M3tO_mcDa1yl8wKDiiOOcqFlfZfvlCZ4Lxr0H3ocT4BPU7RraLhEGc_RM49FdAZyKaeaCZ59zGBhFwHCGy-jDxQ/1KGsoHuBNyNqNK26meny-DjgQuq_Yuoxgd8GAsZUWBU),,"1,0",ΜΠΑΝΙΟ,11/4/2025 4:30pm
ZBATH021,NIKI,"60,0",OIK105,,ZBATH021,ZBATH021,I165 FLOOR DRAIN,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/leD5f8q2fAs9wpZPvLlMfw/Uzvf5mTrB98AwvYhzJb86Xbe93lbVF9hadWbyTUpiawvHY-9LU-ssc1weQly8JAC11lZBgf-93Ojv3l67mkBUPAE1y7vPY4scmBQeX-SGrncLn7N07pVpOseGF5wo2zBihU3ITcD8sMXyUIYRkZ3vQ/TnPWP29UNeOb2NS4bH4kFVODI-pLHz8sZo8QYDmytwg),,"-14,0",ΜΠΑΝΙΟ,11/4/2025 4:30pm
ZBATH020,NIKI,"30,0",OIK5.11.1,4/11/2025,ZBATH020,ZBATH020,I165 FLOOR DRAIN,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/XOwWD7NV5bzcrGThLfTKmA/ixf3iQCG_a5Ds-6qsv9ys7QL8cgeMsz1uGFpBhNngJLnTAPAGm_GQ4nyIRmiBkGReGdWVNf_Xggajn-mc-Ge_vuelAZCaiubapj2OudqKwNWR8Wb6uupQh5A32NtHAevx87S4DaAUSQd8YwnFRH_uA/oRCZSrujV0dizQ0dTajEMBe2sdXr8FJXWR57BMDkRIM),,"0,0",ΜΠΑΝΙΟ,11/4/2025 4:29pm
ZBATH020,NIKI,"10,0",OIK5.11.1,4/11/2025,ZBATH020,ZBATH020,I165 FLOOR DRAIN,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/XOwWD7NV5bzcrGThLfTKmA/ixf3iQCG_a5Ds-6qsv9ys7QL8cgeMsz1uGFpBhNngJLnTAPAGm_GQ4nyIRmiBkGReGdWVNf_Xggajn-mc-Ge_vuelAZCaiubapj2OudqKwNWR8Wb6uupQh5A32NtHAevx87S4DaAUSQd8YwnFRH_uA/oRCZSrujV0dizQ0dTajEMBe2sdXr8FJXWR57BMDkRIM),,"0,0",ΜΠΑΝΙΟ,11/4/2025 4:28pm
ZBATH020,NIKI,"60,0",OIK105,4/11/2025,ZBATH020,ZBATH020,I165 FLOOR DRAIN,image.png (https://v5.airtableusercontent.com/v3/u/55/55/1785175200000/XOwWD7NV5bzcrGThLfTKmA/ixf3iQCG_a5Ds-6qsv9ys7QL8cgeMsz1uGFpBhNngJLnTAPAGm_GQ4nyIRmiBkGReGdWVNf_Xggajn-mc-Ge_vuelAZCaiubapj2OudqKwNWR8Wb6uupQh5A32NtHAevx87S4DaAUSQd8YwnFRH_uA/oRCZSrujV0dizQ0dTajEMBe2sdXr8FJXWR57BMDkRIM),,"0,0",ΜΠΑΝΙΟ,11/4/2025 4:27pm
